processed_text,label
forget plug phone overnight nightmare,3
war right outside door rage usatoday,0
folk band thistle replace paul edwards quartet laurel bank park sit pm due ill health jazz blue,3
user haha sorry grim even disturb start lose trust twitter generally,0
scared press send b good poet pray god dream career help heart heart racing,2
competition suppose motivate well everytime bitter time de philosopher dj kyos nquote success cs go,2
mind dark roomndeveloping madness hot_spring face_blowing_a_kiss,0
bad affliction someone know ever convince,3
warn sensitive angry insecure baby today ugh people large either hate ignore literallythe bad,0
like really fucking ask offend,0
user haha well today get beyond pout annoy afraid,0
say city kit fucking awful someone nike want shoot,0
damnnit go pt shy chief reward get post game photo,0
want canada right loudly_crying_face awe,3
user user user nno wrath,0
user user user way blood boil little bastard,0
user user user sadly smutty,3
user user drug rape woman least barb sober consent,0
user awe yay wish could rt,1
user dull,3
anger wrath intense emotional response,0
point life play christmas music room need winter joyful time right,1
chart music pretty much,1
mom remember narley die cry like baby,3
user user user listen white trash talk black insult talk race live trailer,0
alarm clock ring morning n flatmate knock door ask set anything fire burn alive,1
bad anxiety annoying,0
overwhelming sadness shall pass lonley start,3
day job already get dollar tip dude whose constantly twitch eye lololol,1
everything far away time short rest weary,3
user user well courseprogress sake progress must discourage problem substance rhetoric,3
confiaejce come always right fear wrongpeter mcintyre,2
love tay tiff sit house work upsidedown_face,1
user serious hou vs ne awful get well thing tonight thandie,0
hark back dts challenge user givedt hearty thank youif release tax return,1
user cheer user user,1
wonder wolf creek tv show sponsor antitourist board australia discourage visitor stay home not visit,0
shame fear matter face,2
user mh chat childhood experience inform adult relationship associative memory question ability process sadness,3
user maybe would different stay form still oppressive architecture unintereste people,3
user content update provoke income,1
user user lose like really big deal worry trivial shit like,2
user talk expansion gear fury always well towards end,0
thoroughly enjoy ah tonight ahs horror american horror story,1
user user shocking work ethic player rooney stifle laziness,0
believe user put even point user horrible huge let,0
lgbt person tell someone else identify valid sad everything stand,3
feminist ask unhappy lack love life bc fight lose game,0
know final day summer finale user sadness,3
think xbox madden bundle would come physical copy madden code sleeping_face go take fucking forever download lol,0
user user user shit go start cold war flag,0
user childood experience leave permanent deep sadness adult underlie everything mh chat,3
forever straight fix frown good smiling_face_with_halo user,1
early morning cheerfulness extremely obnoxious aldub62ndweeksary,1
n word normalize medium wow word word frog boil pot via medium,0
guess brad angelina anger black life matter,0
complain time wonder people never want see acc rile stfuuu,0
user user get wrong fur pal shock face_screaming_in_fear,3
let worry get remember moses start basket case lol ntoday choose faith fear moses,2
user user evil rich white man fucking crony intelligencegovacademia use blithe black fodder,0
maybe entire russian team test positive meldonium north americans get replace optimism,2
head mdw w layover slc get food wrong move bail food barely make user want get away contest sad,3
literally make depress honest,3
wish next madden story mode like fifa,2
grow weary goodnnuser,2
time go hit library lovely pile book reservation collect morning glee book read,1
bb18 michelle crying shock bitter crying_face team nicole,3
need think new avatar fire emblem revelation might start play soon idea name gender choose,2
user user user user please could cloud passion emotion lead truth,2
quinn short hair make sad,3
drop every fear,2
sometimes good motivation come prove wrong energy relentless motivational quote,2
know make pakistan fear terrorist terrorism terror state pak,0
day lose,3
struggle affliction strong arise,2
nana hoco dream since freshman year awe kissing_face_with_smiling_eyes red_heart red_heart red_heart user,1
someone make priority list thing outraged order racism animal right abortion cop,0
user know try fret sweet little pupper,0
people weak follow dream always find way discourage,3
red card gordon ref must celtic fan shocking challenge,0
see rip shawty lo get think bout rapper think user die burst tear smh,3
user peanut butter take away sting,2
angel get nervous face_with_medical_mask,3
patti seem sad stamp run behind sofa give plenty love affectionmore usual sad,3
offense doctor cry tear joy realize family christmas cute,1
user reaper become reaper find story wiki thru comic_strip animate short,1
user user user might ste bit lad get well sinn fein,2
user yeah whatever whahibbi muslim sect know islam synonymous rape terrorism,0
hour user ride make sorry,3
wish kid stressful part whether gabriella troy would get back together hsm2 nightmare,3
strong hand move firmly grope user thigh squeeze dig nail extract growl,0
rojo hilarious,1
user look fab make big screencannot wait see evolve bright future little toy people,1
bad kurt literally,3
user user ref gts favor tonight terrible,0
sorry burst anti allo spam fuck message app launch without encryption default,0
halfway work realize forget put underwearit go day mom brain much go long day,0
sad rejoice skull college kill,3
aliens zombie gore slash ghost sith horror love kitchen_knife,1
tell suppose feel break hateful guilty love sadness,3
zika hoax file deet part binary chemical weapon target brain toxin fear neurological us citizen insect mammal,3
even pencil pencil never stay end black_circle disappointed_face,3
user outrage party nominate lie corrupt person receive donation nation support terror,0
forget bb18 tonight much real world distract horrid,3
user user user user user goddamnthe celebrity draft end classic hilarious,1
ugh asleep yet fml think low key afraid might miss something sleepless night sleepy restless,3
often disturb people find appropriate acceptable funny cute adult find stuff humorous,0
